Player,Player-additional,Tm,Salary,Year
Jakob Poeltl,poeltja01,TOR,9398148,2023
Nerlens Noel,noelne01,BRK,9240000,2023
Dario Šarić,saricda01,OKC,9240000,2023
Royce O'Neale,onealro01,BRK,9200000,2023
Monte Morris,morrimo01,WAS,9125000,2023
Mason Plumlee,plumlma01,LAC,9080417,2023
Alex Caruso,carusal01,CHI,9030000,2023
Maxi Kleber,klebima01,DAL,9000000,2023
Darius Garland,garlada01,CLE,8920795,2023
Kyle Anderson,anderky01,MIN,8780488,2023
Victor Oladipo,oladivi01,MIA,8750000,2023
Daniel Theis,theisda01,IND,8694369,2023
LaMelo Ball,ballla01,CHO,8623920,2023
Grayson Allen,allengr01,MIL,8500000,2023
Nic Claxton,claxtni01,BRK,8500000,2023
Seth Curry,curryse01,BRK,8496500,2023
Evan Mobley,mobleev01,CLE,8478720,2023
Gary Payton II,paytoga02,GSW,8300000,2023
De'Anthony Melton,meltode01,PHI,8250000,2023
T.J. McConnell,mccontj01,IND,8100000,2023
Thaddeus Young,youngth01,TOR,8000000,2023
Taurean Prince,princta02,MIN,8000000,2023
Kevon Looney,looneke01,GSW,8000000,2023
Isaiah Hartenstein,harteis01,NYK,7804879,2023
Delon Wright,wrighde01,WAS,7804878,2023
Patrick Williams,willipa01,CHI,7775400,2023
Scottie Barnes,barnesc01,TOR,7644720,2023
Cedi Osman,osmande01,CLE,7426088,2023
Coby White,whiteco01,CHI,7413955,2023
Aron Baynes,baynear01,TOR,7350000,2023
Zach Collins,colliza01,SAS,7350000,2023
Jae'Sean Tate,tateja01,HOU,7065217,2023
Isaac Okoro,okorois01,CLE,7040880,2023
Cody Martin,martico01,CHO,7000000,2023
Jalen Suggs,suggsja01,ORL,6922320,2023
Jaxson Hayes,hayesja02,NOP,6803012,2023
Khem Birch,birchkh01,TOR,6667500,2023
Bruce Brown,brownbr01,DEN,6479000,2023
Joe Ingles,inglejo01,MIL,6479000,2023
Lonnie Walker IV,walkelo01,LAL,6479000,2023
Danilo Gallinari,gallida01,MIL,6479000,2023
Caleb Martin,martica02,MIA,6479000,2023
Patty Mills,millspa02,BRK,6479000,2023
John Wall,walljo01,LAC,6479000,2023
Onyeka Okongwu,okongon01,ATL,6395160,2023
Jarrett Culver,culveja01,ATL,6395160,2023
Josh Giddey,giddejo01,OKC,6287280,2023
Rui Hachimura,hachiru01,LAL,6263188,2023
Rudy Gay,gayru01,UTA,6184500,2023
Otto Porter Jr.,porteot01,TOR,6000000,2023
Cameron Payne,payneca01,PHO,6000000,2023
Cam Reddish,reddica01,POR,5954454,2023
Cameron Johnson,johnsca02,BRK,5887899,2023
Ricky Rubio,rubiori01,CLE,5853659,2023
Kevin Knox,knoxke01,POR,5845979,2023
P.J. Washington,washipj01,CHO,5808435,2023
Jonathan Kuminga,kuminjo01,GSW,5739860,2023
Pat Connaughton,connapa01,MIL,5728393,2023
Tyler Herro,herroty01,MIA,5722116,2023
Romeo Langford,langfro01,SAS,5634257,2023
Killian Hayes,hayeski01,DET,5572680,2023
JaVale McGee,mcgeeja01,DAL,5461219,2023
Obi Toppin,toppiob01,NYK,5348280,2023
Franz Wagner,wagnefr01,ORL,5258280,2023
Kendrick Nunn,nunnke01,WAS,5250000,2023
Hamidou Diallo,diallha01,DET,5200000,2023
Cory Joseph,josepco01,DET,5155500,2023
Torrey Craig,craigto01,PHO,5121951,2023
David Nwaba,nwabada01,OKC,5022000,2023
Nickeil Alexander-Walker,alexani01,MIN,5009633,2023
Furkan Korkmaz,korkmfu01,PHI,5000000,2023
Dante Exum,exumda01,DAL,5000000,2023
Lou Williams,willilo02,ATL,5000000,2023
Deni Avdija,avdijde01,WAS,4916160,2023
Garrett Temple,templga01,NOP,4910000,2023
Davion Mitchell,mitchda01,SAC,4833600,2023
Ish Smith,smithis01,DEN,4750000,2023
Jalen Smith,smithja04,IND,4670160,2023
Ziaire Williams,willizi02,MEM,4591680,2023
Maurice Harkless,harklma01,HOU,4564980,2023
Donte DiVincenzo,divindo01,GSW,4500000,2023
Jeff Green,greenje02,DEN,4500000,2023
Devin Vassell,vassede01,SAS,4437000,2023
Matisse Thybulle,thybuma01,POR,4379527,2023
Jarred Vanderbilt,vandeja01,LAL,4374000,2023
James Bouknight,bouknja01,CHO,4362240,2023
Brandon Clarke,clarkbr01,MEM,4343920,2023
Grant Williams,willigr01,BOS,4306281,2023
Darius Bazley,bazleda01,PHO,4264629,2023
Tyrese Haliburton,halibty01,IND,4215120,2023
Nassir Little,littlna01,POR,4171548,2023
Joshua Primo,primojo01,SAS,4144320,2023
Danuel House Jr.,houseda01,PHI,4105000,2023
Justise Winslow,winslju01,POR,4097561,2023
Dylan Windler,windldy01,CLE,4037278,2023
Chandler Hutchison,hutchch01,PHO,4019459,2023
Kira Lewis Jr.,lewiski01,NOP,4004280,2023
Terence Davis,daviste02,SAC,4000000,2023
George Hill,hillge01,IND,4000000,2023
Chris Duarte,duartch01,IND,3936960,2023
Alex Len,lenal01,SAC,3918000,2023
Jordan Poole,poolejo01,GSW,3901399,2023
Keldon Johnson,johnske04,SAS,3873025,2023
Aaron Nesmith,nesmiaa01,IND,3804360,2023
Gabriel Deck,deckga01,OKC,3676852,2023
Cole Anthony,anthoco01,ORL,3613680,2023
Sekou Doumbouya,doumbse01,LAL,3613680,2023
Moses Moody,moodymo01,GSW,3562200,2023
Corey Kispert,kispeco01,WAS,3552960,2023
Mike Muscala,muscami01,BOS,3500000,2023
Georges Niang,niangge01,PHI,3465000,2023
Chuma Okeke,okekech01,ORL,3433320,2023
Isaiah Stewart,stewais01,DET,3433320,2023
Amir Coffey,coffeam01,LAC,3395062,2023
Alperen Şengün,sengual01,HOU,3375480,2023
Aleksej Pokusevski,pokusal01,OKC,3261480,2023
Trey Burke,burketr01,OKC,3243750,2023
Kevin Porter Jr.,porteke02,HOU,3217631,2023
Trey Murphy III,murphtr02,NOP,3206640,2023
Derrick Jones Jr.,jonesde02,CHI,3200000,2023
Andre Drummond,drumman01,CHI,3200000,2023
Kevin Love,loveke01,MIA,3114138,2023
Josh Green,greenjo02,DAL,3098400,2023
Tre Mann,manntr01,OKC,3046200,2023
Jordan Nwora,nworajo01,IND,3000000,2023
Sterling Brown,brownst02,LAL,3000000,2023
Luka Šamanić,samanlu01,UTA,2959080,2023
Saddiq Bey,beysa01,ATL,2959080,2023
Kai Jones,joneska01,CHO,2909040,2023
Precious Achiuwa,achiupr01,TOR,2840160,2023
Jalen Johnson,johnsja05,ATL,2792640,2023
Tyrese Maxey,maxeyty01,PHI,2726880,2023
Bruno Fernando,fernabr01,ATL,2717391,2023
Trey Lyles,lylestr01,SAC,2700000,2023
Marc Gasol,gasolma01,MEM,2692991,2023
Anthony Tolliver,tollian01,NOP,2692991,2023
Keon Johnson,johnske07,POR,2681040,2023
Charles Bassey,bassech01,SAS,2600000,2023
Isaiah Jackson,jacksis01,IND,2573760,2023
Zeke Nnaji,nnajize01,DEN,2498760,2023
Usman Garuba,garubus01,HOU,2471160,2023
Montrezl Harrell,harremo01,PHI,2463490,2023
Willy Hernangómez,hernawi01,NOP,2443581,2023
Josh Christopher,chrisjo01,HOU,2372160,2023
Leandro Bolmaro,bolmale01,UTA,2353320,2023
Immanuel Quickley,quickim01,NYK,2316240,2023
John Konchar,konchjo01,MEM,2300000,2023
Damian Jones,jonesda03,UTA,2298385,2023
Quentin Grimes,grimequ01,NYK,2277000,2023
Payton Pritchard,pritcpa01,BOS,2239200,2023
Vlatko Čančar,cancavl01,DEN,2234359,2023
Bones Hyland,hylanbo01,LAC,2201520,2023
Bol Bol,bolbo01,ORL,2200000,2023
Marquese Chriss,chrisma01,OKC,2193920,2023
Nik Stauskas,stausni01,IND,2193920,2023
Udoka Azubuike,azubuud01,UTA,2174880,2023
Jaden McDaniels,mcdanja02,MIN,2161440,2023
Jordan McLaughlin,mclaujo01,MIN,2160000,2023
Malachi Flynn,flynnma01,TOR,2145720,2023
Cam Thomas,thomaca02,BRK,2138160,2023
Luke Kornet,kornelu01,BOS,2133278,2023
Desmond Bane,banede01,MEM,2130240,2023
Jahlil Okafor,okafoja01,IND,2130023,2023
Jaden Springer,sprinja01,PHI,2125200,2023
Day'Ron Sharpe,sharpda01,BRK,2109480,2023
Jevon Carter,carteje01,MIL,2100000,2023
Santi Aldama,aldamsa01,MEM,2094240,2023
Frank Ntilikina,ntilila01,DAL,2036318,2023
Tony Bradley,bradlto01,CHI,2036318,2023
Kenrich Williams,willike04,OKC,2000000,2023
Danny Green,greenda02,CLE,2000000,2023
Jeremiah Robinson-Earl,robinje02,OKC,2000000,2023
Garrison Mathews,mathega01,ATL,2000000,2023
Shake Milton,miltosh01,PHI,1977718,2023
Edmond Sumner,sumneed01,BRK,1968175,2023
Jontay Porter,portejo01,TOR,1950000,2023
Denzel Valentine,valende01,BOS,1939350,2023
Jalen McDaniels,mcdanja01,PHI,1930681,2023
Naz Reid,reidna01,MIN,1930681,2023
Terance Mann,mannte01,LAC,1930681,2023
Jaylen Nowell,nowelja01,MIN,1930681,2023
Daniel Gafford,gaffoda01,WAS,1930681,2023
Dean Wade,wadede01,CLE,1930681,2023
Lindy Waters III,waterli01,OKC,1927896,2023
Chimezie Metu,metuch01,SAC,1910680,2023
Davon Reed,reedda01,LAL,1902133,2023
Killian Tillie,tilliki02,MEM,1901625,2023
Xavier Tillman Sr.,tillmxa01,MEM,1901625,2023
Théo Maledon,maledth01,CHO,1900000,2023
Wenyen Gabriel,gabriwe01,LAL,1878720,2023
Moritz Wagner,wagnemo01,ORL,1878720,2023
Keita Bates-Diop,bateske01,SAS,1878720,2023
Thanasis Antetokounmpo,antetth01,MIL,1878720,2023
Oshae Brissett,brissos01,IND,1846738,2023
Juancho Hernangómez,hernaju01,TOR,1836090,2023
Anthony Gill,gillan01,WAS,1836090,2023
Isaiah Joe,joeis01,OKC,1836090,2023
Bismack Biyombo,biyombi01,PHO,1836090,2023
Juan Toscano-Anderson,toscaju01,UTA,1836090,2023
Matthew Dellavedova,dellama01,SAC,1836090,2023
Robin Lopez,lopezro01,CLE,1836090,2023
Josh Okogie,okogijo01,PHO,1836090,2023
Drew Eubanks,eubandr01,POR,1836090,2023
Damion Lee,leeda03,PHO,1836090,2023
Dennis Smith Jr.,smithde03,CHO,1836090,2023
Dennis Schröder,schrode01,LAL,1836090,2023
Justin Jackson,jacksju01,BOS,1836090,2023
Bryn Forbes,forbebr01,MIN,1836090,2023
T.J. Warren,warretj01,PHO,1836090,2023
Austin Rivers,riverau01,MIN,1836090,2023
Thomas Bryant,bryanth01,DEN,1836090,2023
Udonis Haslem,hasleud01,MIA,1836090,2023
Aaron Holiday,holidaa01,ATL,1836090,2023
Frank Kaminsky,kaminfr01,HOU,1836090,2023
Rodney McGruder,mcgruro01,DET,1836090,2023
JaMychal Green,greenja01,GSW,1836090,2023
Andre Iguodala,iguodan01,GSW,1836090,2023
Troy Brown Jr.,browntr01,LAL,1836090,2023
Ryan Arcidiacono,arcidry01,POR,1836090,2023
Taj Gibson,gibsota01,WAS,1836090,2023
DeAndre Jordan,jordade01,DEN,1836090,2023
Theo Pinson,pinsoth01,DAL,1836090,2023
Markieff Morris,morrima02,DAL,1836090,2023
Raul Neto,netora01,CLE,1836090,2023
Matt Ryan,ryanma01,MIN,1836090,2023
Nathan Knight,knighna01,MIN,1836090,2023
Svi Mykhailiuk,mykhasv01,CHO,1836090,2023
Noah Vonleh,vonleno01,BOS,1836090,2023
Blake Griffin,griffbl01,BOS,1836090,2023
Wesley Matthews,matthwe02,MIL,1836090,2023
Gabe Vincent,vincega01,MIA,1815677,2023
Max Strus,strusma01,MIA,1815677,2023
Javonte Green,greenja02,CHI,1815677,2023
Juwan Morgan,morgaju01,LAC,1815518,2023
Herbert Jones,joneshe01,NOP,1785000,2023
Nick Richards,richani01,CHO,1782621,2023
Lamar Stevens,stevela01,CLE,1782621,2023
Vernon Carey Jr.,careyve01,WAS,1782621,2023
Tre Jones,jonestr01,SAS,1782621,2023
KZ Okpala,okpalkz01,SAC,1782621,2023
KJ Martin,martike04,HOU,1782621,2023
Paul Reed,reedpa01,PHI,1782621,2023
Miye Oni,onimi01,MEM,1782621,2023
Yogi Ferrell,ferreyo01,LAC,1782621,2023
Alen Smailagić,smailal01,GSW,1782621,2023
Naji Marshall,marshna01,NOP,1782621,2023
Yuta Watanabe,watanyu01,BRK,1762796,2023
Khyri Thomas,thomakh01,HOU,1762796,2023
Omer Yurtseven,yurtsom01,MIA,1752638,2023
Saben Lee,leesa01,PHI,1752638,2023
Devin Cannady,cannade01,ORL,1752638,2023
Rayjon Tucker,tuckera01,MIL,1752638,2023
Haywood Highsmith,highsha01,MIA,1752638,2023
Malik Fitts,fittsma01,LAC,1752638,2023
Paul Watson,watsopa01,OKC,1701593,2023
Charlie Brown Jr.,brownch02,MEM,1701593,2023
Kelan Martin,martike03,NOP,1701593,2023
Mfiondu Kabengele,kabenmf01,BOS,1701593,2023
Sam Dekker,dekkesa01,TOR,1669178,2023
Jarrell Brantley,brantja01,UTA,1669178,2023
E'Twaun Moore,mooreet01,ORL,1669178,2023
Solomon Hill,hillso01,NYK,1669178,2023
Trevor Ariza,arizatr01,LAL,1669178,2023
Semi Ojeleye,ojelese01,LAC,1669178,2023
Kevin Pangos,pangoke01,CLE,1669178,2023
Jabari Parker,parkeja01,BOS,1669178,2023
Enes Freedom,kanteen01,HOU,1669178,2023
Jericho Sims,simsje01,NYK,1639842,2023
Kessler Edwards,edwarke02,SAC,1637966,2023
Trevelin Queen,queentr01,IND,1637966,2023
Isaiah Todd,toddis01,WAS,1575000,2023
JT Thor,thorjt01,CHO,1563518,2023
Jared Butler,butleja02,OKC,1563518,2023
Isaiah Livers,liveris01,DET,1563518,2023
Aaron Wiggins,wiggiaa01,OKC,1563518,2023
Miles McBride,mcbrimi01,NYK,1563518,2023
Duane Washington Jr.,washidu02,PHO,1563518,2023
Trendon Watford,watfotr01,POR,1563518,2023
Daishen Nix,nixda01,HOU,1563518,2023
Austin Reaves,reaveau01,LAL,1563518,2023
Brandon Boston Jr.,bostobr01,LAC,1563518,2023
Jock Landale,landajo01,PHO,1563518,2023
Greg Brown III,browngr01,POR,1563518,2023
Marko Simonovic,simonma01,CHI,1563518,2023
Ayo Dosunmu,dosunay01,CHI,1563518,2023
Terry Taylor,taylote01,CHI,1563518,2023
Jose Alvarado,alvarjo01,NOP,1563518,2023
Sam Hauser,hausesa01,BOS,1563518,2023
Vit Krejci,krejcvi01,ATL,1563518,2023
Dalano Banton,bantoda01,TOR,1563318,2023
Jahmi'us Ramsey,ramseja01,TOR,1517981,2023
Daniel Oturu,oturuda01,TOR,1517981,2023
Mamadi Diakite,diakima01,CLE,1517981,2023
Elijah Bryant,bryanel01,MIL,1517981,2023
Deividas Sirvydis,sirvyde01,IND,1517981,2023
Tyus Jones,jonesty01,MEM,1500000,2023
Alize Johnson,johnsal02,SAS,1392896,2023
Kemba Walker,walkeke02,DAL,1392896,2023
Stanley Johnson,johnsst04,SAS,1245164,2023
Alfonzo McKinnie,mckinal01,CHI,1090007,2023
Luka Garza,garzalu01,MIN,925258,2023
Jordan Goodwin,goodwjo01,WAS,900000,2023
Sam Merrill,merrisa01,CLE,850000,2023
Kris Dunn,dunnkr01,UTA,735819,2023
Michael Carter-Williams,cartemi01,ORL,652829,2023
Gorgui Dieng,dienggo01,SAS,622582,2023
Goga Bitadze,bitadgo01,ORL,612181,2023
Boban Marjanović,marjabo01,HOU,601478,2023
James Johnson,johnsja01,IND,590926,2023
Terrence Ross,rosste01,PHO,580373,2023
Dewayne Dedmon,dedmode01,PHI,580373,2023
Reggie Jackson,jacksre01,DEN,580373,2023
Justin Holiday,holidju01,DAL,569821,2023
Keifer Sykes,sykeske01,IND,558345,2023
Eugene Omoruyi,omorueu01,DET,555402,2023
Joe Wieskamp,wieskjo01,TOR,554989,2023
PJ Dozier,doziepj01,SAC,539450,2023
DeAndre' Bembry,bembrde01,MIL,518021,2023
Cody Zeller,zelleco01,MIA,517060,2023
Admiral Schofield,schofad01,ORL,516508,2023
Russell Westbrook,westbru01,LAC,495955,2023
R.J. Hampton,hamptrj01,DET,485403,2023
Ish Wainright,wainris01,PHO,474851,2023
Will Barton,bartowi01,TOR,432642,2023
Isaiah Roby,robyis01,SAS,400000,2023
Goran Dragić,dragigo01,MIL,390433,2023
Sandro Mamukelashvili,mamuksa01,SAS,357717,2023
Patrick Beverley,beverpa01,CHI,357717,2023
Carlik Jones,jonesca03,CHI,357717,2023
DaQuan Jeffries,jeffrda01,CHO,300000,2023
Meyers Leonard,leoname01,MIL,284911,2023
D.J. Augustin,augusdj01,HOU,189940,2023
Justin Champagnie,champju01,BOS,28241,2023
David Duke Jr.,dukeda01,BRK,28241,2023
Moses Brown,brownmo01,BRK,19186,2023
Shaquille Harrison,harrish01,POR,12260,2023
Willie Cauley-Stein,caulewi01,HOU,10552,2023
Tristan Thompson,thomptr01,CLE,10552,2023
Xavier Sneed,sneedxa01,CHO,8558,2023
Stephen Curry,curryst01,GSW,51915615,2024
Kevin Durant,duranke01,PHO,47649433,2024
LeBron James,jamesle01,LAL,47607350,2024
Nikola Jokić,jokicni01,DEN,47607350,2024
Joel Embiid,embiijo01,PHI,46900000,2024
Bradley Beal,bealbr01,PHO,46741590,2024
Giannis Antetokounmpo,antetgi01,MIL,45640084,2024
Damian Lillard,lillada01,MIL,45640084,2024
Kawhi Leonard,leonaka01,LAC,45640084,2024
Paul George,georgpa01,LAC,45640084,2024
Jimmy Butler,butleji01,MIA,45183960,2024
Klay Thompson,thompkl01,GSW,43219440,2024
Rudy Gobert,goberru01,MIN,41000000,2024
Fred VanVleet,vanvlfr01,HOU,40806300,2024
Anthony Davis,davisan02,LAL,40600080,2024
Luka Dončić,doncilu01,DAL,40064220,2024
Zach LaVine,lavinza01,CHI,40064220,2024
Trae Young,youngtr01,ATL,40064220,2024
Tobias Harris,harrito02,PHI,39270150,2024
Ben Simmons,simmobe01,BRK,37893408,2024
Pascal Siakam,siakapa01,IND,37893408,2024
Kyrie Irving,irvinky01,DAL,37037037,2024
Jrue Holiday,holidjr01,BOS,36861707,2024
Devin Booker,bookede01,PHO,36016200,2024
Karl-Anthony Towns,townska01,MIN,36016200,2024
Kristaps Porziņģis,porzikr01,BOS,36016200,2024
CJ McCollum,mccolcj01,NOP,35802469,2024
James Harden,hardeja01,LAC,35640000,2024
Ja Morant,moranja01,MEM,34005250,2024
Darius Garland,garlada01,CLE,34005250,2024
Zion Williamson,willizi01,NOP,34005250,2024
Jamal Murray,murraja01,DEN,33833400,2024
Brandon Ingram,ingrabr01,NOP,33833400,2024
Shai Gilgeous-Alexander,gilgesh01,OKC,33386850,2024
Michael Porter Jr.,portemi01,DEN,33386850,2024
Donovan Mitchell,mitchdo01,CLE,33162030,2024
De'Aaron Fox,foxde01,SAC,32600060,2024
Bam Adebayo,adebaba01,MIA,32600060,2024
Jayson Tatum,tatumja01,BOS,32600060,2024
Deandre Ayton,aytonde01,POR,32459438,2024
Jaylen Brown,brownja02,BOS,31830357,2024
Gordon Hayward,haywago01,OKC,31500000,2024
Chris Paul,paulch01,GSW,30800000,2024
Domantas Sabonis,sabondo01,SAC,30600000,2024
Khris Middleton,middlkh01,MIL,29320988,2024
DeMar DeRozan,derozde01,CHI,28600000,2024
Julius Randle,randlju01,NYK,28226880,2024
Jordan Poole,poolejo01,WAS,27955357,2024
Jerami Grant,grantje01,POR,27586207,2024
Jaren Jackson Jr.,jacksja02,MEM,27102202,2024
Tyler Herro,herroty01,MIA,27000000,2024
Jalen Brunson,brunsja01,NYK,26346666,2024
Cameron Johnson,johnsca02,BRK,25679348,2024
Kyle Kuzma,kuzmaky01,WAS,25568182,2024
John Collins,collijo01,UTA,25340000,2024
Brook Lopez,lopezbr01,MIL,25000000,2024
Mike Conley,conlemi01,MIN,24360000,2024
Andrew Wiggins,wiggian01,GSW,24330357,2024
Anfernee Simons,simonan01,POR,24107143,2024
RJ Barrett,barrerj01,TOR,23883929,2024
Jordan Clarkson,clarkjo01,UTA,23487629,2024
Dillon Brooks,brookdi01,HOU,22627671,2024
Malcolm Brogdon,brogdma01,POR,22500000,2024
Draymond Green,greendr01,GSW,22321429,2024
Aaron Gordon,gordoaa01,DEN,22266182,2024
Terry Rozier,roziete01,MIA,22205221,2024
Bruce Brown,brownbr01,TOR,22000000,2024
Mikal Bridges,bridgmi01,BRK,21700000,2024
Myles Turner,turnemy01,IND,20975000,2024
Clint Capela,capelca01,ATL,20616000,2024
Lonzo Ball,balllo01,CLE,20465117,2024
De'Andre Hunter,huntede01,ATL,20089286,2024
Keldon Johnson,johnske04,SAS,20000000,2024
Bojan Bogdanović,bogdabo02,NYK,20000000,2024
Jarrett Allen,allenja01,CLE,20000000,2024
Joe Harris,harrijo01,DET,19928571,2024
Jakob Poeltl,poeltja01,TOR,19500000,2024
Buddy Hield,hieldbu01,PHI,19279841,2024
Evan Fournier,fournev01,DET,18857143,2024
Marcus Smart,smartma01,MEM,18833712,2024
Bogdan Bogdanović,bogdabo01,ATL,18700000,2024
OG Anunoby,anunoog01,NYK,18642857,2024
Gary Trent Jr.,trentga02,TOR,18560000,2024
Nikola Vučević,vucevni01,CHI,18518519,2024
Derrick White,whitede01,BOS,18357143,2024
Dejounte Murray,murrade01,ATL,18214000,2024
Duncan Robinson,robindu01,MIA,18154000,2024
Norman Powell,powelno01,LAC,18000000,2024
Tim Hardaway Jr.,hardati02,DAL,17897728,2024
Collin Sexton,sextoco01,UTA,17325000,2024
D'Angelo Russell,russeda01,LAL,17307693,2024
Lauri Markkanen,markkla01,UTA,17259999,2024
Marcus Morris,morrima03,CLE,17116279,2024
Dāvis Bertāns,bertada01,CHO,17000000,2024
Harrison Barnes,barneha02,SAC,17000000,2024
Markelle Fultz,fultzma01,ORL,17000000,2024
Jusuf Nurkić,nurkiju01,PHO,16875000,2024
P.J. Washington,washipj01,DAL,16847826,2024
Kevin Porter Jr.,porteke02,MIL,15860000,2024
Rui Hachimura,hachiru01,LAL,15740741,2024
Mitchell Robinson,robinmi01,NYK,15681818,2024
Kevin Huerter,huertke01,SAC,15669643,2024
Jonas Valančiūnas,valanjo01,NOP,15435000,2024
Luke Kennard,kennalu01,MEM,15418363,2024
Caris LeVert,leverca01,CLE,15384616,2024
Luguentz Dort,dortlu01,OKC,15277778,2024
Kentavious Caldwell-Pope,caldwke01,DEN,14704938,2024
Max Strus,strusma01,CLE,14487684,2024
Tyus Jones,jonesty01,WAS,14000000,2024
Dorian Finney-Smith,finnedo01,BRK,13932008,2024
Doug McDermott,mcderdo01,IND,13750000,2024
Wendell Carter Jr.,cartewe01,ORL,13050000,2024
Gary Harris,harriga01,ORL,13000000,2024
Josh Hart,hartjo01,NYK,12960000,2024
Naz Reid,reidna01,MIN,12950400,2024
Steven Adams,adamsst01,HOU,12600000,2024
Brandon Clarke,clarkbr01,MEM,12500000,2024
Marvin Bagley III,baglema01,WAS,12500000,2024
Dennis Schröder,schrode01,BRK,12405000,2024
Daniel Gafford,gaffoda01,DAL,12402000,2024
Grant Williams,willigr01,CHO,12325581,2024
Kelly Olynyk,olynyke01,TOR,12195122,2024
James Wiseman,wisemja01,DET,12119400,2024
Devonte' Graham,grahade01,SAS,12100000,2024
Richaun Holmes,holmeri01,WAS,12046020,2024
Austin Reaves,reaveau01,LAL,12015150,2024
Herbert Jones,joneshe01,NOP,12015150,2024
Chris Boucher,bouchch01,TOR,11750000,2024
Nicolas Batum,batumni01,PHI,11710818,2024
Bobby Portis,portibo01,MIL,11710818,2024
Robert Covington,covinro01,PHI,11692308,2024
Robert Williams,williro04,POR,11571429,2024
Coby White,whiteco01,CHI,11111111,2024
Cade Cunningham,cunnica01,DET,11055240,2024
Talen Horton-Tucker,hortota01,UTA,11020000,2024
P.J. Tucker,tuckepj01,LAC,11014500,2024
Joe Ingles,inglejo01,ORL,11000000,2024
Maxi Kleber,klebima01,DAL,11000000,2024
Donte DiVincenzo,divindo01,NYK,10960000,2024
Ivica Zubac,zubaciv01,LAC,10933333,2024
LaMelo Ball,ballla01,CHO,10900635,2024
Terance Mann,mannte01,LAC,10576923,2024
Matisse Thybulle,thybuma01,POR,10500000,2024
Gabe Vincent,vincega01,LAL,10500000,2024
Alec Burks,burksal01,NYK,10489600,2024
Larry Nance Jr.,nancela02,NOP,10375000,2024
Landry Shamet,shamela01,WAS,10250000,2024
Al Horford,horfoal01,BOS,10000000,2024
Malik Monk,monkma01,SAC,9945830,2024
Tre Jones,jonestr01,SAS,9895833,2024
Jalen Green,greenja05,HOU,9891480,2024
Patrick Williams,willipa01,CHI,9835881,2024
Monte Morris,morrimo01,MIN,9800926,2024
Nic Claxton,claxtni01,BRK,9625000,2024
Jeff Green,greenje02,HOU,9600000,2024
Royce O'Neale,onealro01,PHO,9500000,2024
Alex Caruso,carusal01,CHI,9460000,2024
Pat Connaughton,connapa01,MIL,9423869,2024
Isaiah Hartenstein,harteis01,NYK,9245121,2024
Anthony Edwards,edwaran01,MIN,9219512,2024
Kyle Anderson,anderky01,MIN,9219512,2024
Grayson Allen,allengr01,PHO,8925000,2024
Isaac Okoro,okorois01,CLE,8920795,2024
Evan Mobley,mobleev01,CLE,8882760,2024
Georges Niang,niangge01,CLE,8800000,2024
Gary Payton II,paytoga02,GSW,8715000,2024
T.J. McConnell,mccontj01,IND,8700000,2024
Onyeka Okongwu,okongon01,ATL,8109063,2024
Scottie Barnes,barnesc01,TOR,8008560,2024
Trey Lyles,lylestr01,SAC,8000000,2024
De'Anthony Melton,meltode01,PHI,8000000,2024
Moritz Wagner,wagnemo01,ORL,8000000,2024
Jock Landale,landajo01,HOU,8000000,2024
Miles Bridges,bridgmi02,CHO,7921301,2024
Paul Reed,reedpa01,PHI,7723000,2024
Zach Collins,colliza01,SAS,7700000,2024
Cody Martin,martico01,CHO,7560000,2024
Kevon Looney,looneke01,GSW,7500000,2024
Taurean Prince,princta02,LAL,7455000,2024
Killian Hayes,hayeski01,DET,7413955,2024
Jalen Suggs,suggsja01,ORL,7252080,2024
Khem Birch,birchkh01,SAS,6985000,2024
Obi Toppin,toppiob01,IND,6803012,2024
Caleb Martin,martica02,MIA,6802950,2024
Cedi Osman,osmande01,SAS,6718842,2024
Josh Giddey,giddejo01,OKC,6587040,2024
Cameron Payne,payneca01,PHI,6500000,2024
Jae'Sean Tate,tateja01,HOU,6500000,2024
Ayo Dosunmu,dosunay01,CHI,6481481,2024
Rudy Gay,gayru01,GSW,6479000,2024
Otto Porter Jr.,porteot01,TOR,6300000,2024
Deni Avdija,avdijde01,WAS,6263188,2024
Nassir Little,littlna01,PHO,6250000,2024
Jevon Carter,carteje01,CHI,6190476,2024
Kenrich Williams,willike04,OKC,6175000,2024
Ricky Rubio,rubiori01,CLE,6146342,2024
Jonathan Kuminga,kuminjo01,GSW,6012840,2024
Devin Vassell,vassede01,SAS,5887899,2024
Tyrese Haliburton,halibty01,IND,5808435,2024
Kira Lewis Jr.,lewiski01,UTA,5722116,2024
Dean Wade,wadede01,CLE,5709877,2024
Aaron Nesmith,nesmiaa01,IND,5634257,2024
Jalen Smith,smithja04,IND,5604192,2024
Cole Anthony,anthoco01,ORL,5539771,2024
Franz Wagner,wagnefr01,ORL,5508720,2024
Garrett Temple,templga01,TOR,5401000,2024
Furkan Korkmaz,korkmfu01,PHI,5370370,2024
Chuma Okeke,okekech01,ORL,5266713,2024
Isaiah Stewart,stewais01,DET,5266713,2024
Davion Mitchell,mitchda01,SAC,5063760,2024
Nick Richards,richani01,CHO,5000000,2024
Reggie Jackson,jacksre01,DEN,5000000,2024
Mason Plumlee,plumlma01,LAC,5000000,2024
Ziaire Williams,willizi02,MEM,4810200,2024
Josh Green,greenjo02,DAL,4765339,2024
